customerNr,year_of_birth,education,marital_status,income,kids,teens,customer_since,last_purchase_in_days,web_purchases,catalog_purchases,store_purchases,web_visits,campaign3,campaign4,campaign5,campaign1,campaign2,country
3518,1983,Graduation,Married,"$25,271.00",1,0,12/5/12,45,1,1,2,9,0,0,0,0,0,IND
1245,1966,Graduation,Single,"$63,810.00",0,1,11/11/12,45,4,3,12,8,0,1,0,0,0,SP
2561,1966,Graduation,Single,"$63,810.00",0,1,11/11/12,45,4,3,12,8,0,1,0,0,0,GER
9624,1958,PhD,Together,"$65,488.00",0,0,6/13/14,46,3,4,6,1,0,0,0,0,0,SP
10509,1955,Master,Single,"$36,927.00",1,1,6/2/14,46,3,0,3,8,0,0,0,0,0,US
7629,1977,Graduation,Married,"$22,108.00",1,1,5/8/14,46,2,0,3,7,0,0,0,0,0,SP
7875,1949,Graduation,Married,"$72,025.00",0,0,4/29/14,46,4,8,13,2,0,1,1,1,0,AUS
2815,1975,Graduation,Married,"$33,183.00",1,0,2/24/14,46,4,0,3,7,0,0,0,0,0,SP
2936,1982,Master,Together,"$23,661.00",1,0,12/4/13,46,1,0,3,7,0,0,0,0,0,SA
3665,1977,2n Cycle,Together,"$25,315.00",1,0,11/7/13,46,3,0,3,8,0,0,0,0,0,SP
10888,1961,Graduation,Single,"$45,938.00",0,0,11/3/13,46,8,4,6,6,0,0,0,0,0,US
6637,1988,Graduation,Single,"$66,951.00",0,0,11/2/13,46,3,4,7,1,0,0,0,0,0,IND
5077,1979,Graduation,Together,"$77,298.00",0,1,11/2/13,46,6,6,11,3,0,0,0,0,0,CA
6173,1979,Graduation,Together,"$77,298.00",0,1,11/2/13,46,6,6,11,3,0,0,0,0,0,SP
3969,1974,Master,Together,"$43,018.00",0,1,11/1/13,46,2,2,2,5,0,0,0,0,0,GER
4580,1969,Graduation,Married,"$75,759.00",0,0,10/25/13,46,9,7,9,5,1,0,1,1,0,SA
663,1989,PhD,Single,"$33,996.00",0,0,9/11/13,46,1,1,3,4,0,0,0,0,0,SP
8299,1989,PhD,Single,"$33,996.00",0,0,9/11/13,46,1,1,3,4,0,0,0,0,0,SA
8945,1970,Graduation,Divorced,"$54,137.00",0,1,8/16/13,46,4,1,4,6,0,0,0,0,0,SA
10870,1967,Graduation,Married,"$61,223.00",0,1,6/13/13,46,9,3,4,5,0,0,0,0,0,SA
1184,1968,PhD,Divorced,"$69,674.00",0,2,5/22/13,46,10,2,10,5,0,0,0,0,0,SA
6141,1972,Master,Single,"$49,494.00",1,0,4/25/13,46,6,1,5,7,0,0,0,0,0,CA
8825,1962,Graduation,Together,"$51,195.00",1,1,4/1/13,46,9,2,5,8,0,0,0,0,0,SA
2217,1975,2n Cycle,Married,"$37,284.00",1,1,3/29/13,46,0,0,3,6,0,0,0,0,0,IND
4102,1975,2n Cycle,Married,"$37,284.00",1,1,3/29/13,46,0,0,3,6,0,0,0,0,0,SP
4653,1978,Graduation,Together,"$42,011.00",1,0,3/26/13,46,3,1,4,8,0,0,0,0,0,SA
10092,1954,Graduation,Divorced,"$70,044.00",0,1,2/18/13,46,7,10,5,5,0,0,0,0,0,SP
5788,1972,Graduation,Together,"$46,053.00",1,0,2/17/13,46,3,2,4,5,0,0,0,0,0,GER
4669,1981,Basic,Married,"$24,480.00",1,0,2/11/13,46,3,0,4,7,0,0,0,0,0,SA
6295,1977,Graduation,Married,"$54,233.00",0,1,2/4/13,46,11,6,5,8,0,0,0,0,0,SP
7453,1954,Graduation,Single,"$36,130.00",0,1,2/2/13,46,3,8,4,4,1,0,0,0,0,SP
10841,1975,PhD,Together,"$56,559.00",0,1,12/25/12,46,4,3,8,4,0,0,0,0,0,SP
821,1992,Master,Single,"$92,859.00",0,0,10/19/12,46,5,4,12,2,0,0,0,0,0,CA
3933,1980,Graduation,Together,"$44,010.00",1,0,10/13/12,46,10,2,6,9,0,0,0,0,0,SA
1225,1963,Graduation,Married,"$80,124.00",0,0,6/26/14,47,3,7,8,1,1,0,0,0,0,SA
7059,1963,Graduation,Married,"$80,124.00",0,0,6/26/14,47,3,7,8,1,1,0,0,0,0,SP
5633,1980,Graduation,Married,"$50,183.00",1,1,6/25/14,47,3,1,6,5,0,0,0,0,0,SA
843,1971,Graduation,Married,"$64,722.00",1,0,5/26/14,47,8,2,11,6,0,0,0,0,0,SP
6211,1976,PhD,Together,"$37,395.00",1,0,5/2/14,47,1,0,3,6,0,0,0,0,0,SP
7007,1968,Master,Married,"$29,543.00",2,0,4/1/14,47,3,1,2,7,0,0,0,0,0,SP
9671,1968,Graduation,Married,"$19,514.00",1,1,1/26/14,47,3,1,2,8,1,0,0,0,0,SP
8975,1968,Graduation,Married,"$19,514.00",1,1,1/26/14,47,3,1,2,8,1,0,0,0,0,SP
6616,1975,Graduation,Together,"$59,481.00",0,1,10/23/13,47,3,3,8,2,0,0,0,0,0,SP
6248,1947,Master,Single,"$91,712.00",0,0,10/17/13,47,9,7,11,3,0,0,1,0,0,SP
7428,1975,Graduation,Together,"$80,144.00",0,0,9/30/13,47,3,7,8,1,0,0,0,0,0,AUS
3075,1972,PhD,Married,"$59,973.00",0,0,9/11/13,47,3,4,7,1,0,0,0,0,0,SP
2937,1974,PhD,Single,"$68,352.00",0,1,8/28/13,47,8,5,9,6,0,0,0,0,0,CA
203,1975,Master,Single,"$81,169.00",0,0,4/14/13,47,5,7,9,2,0,0,0,0,0,SP
2021,1975,Graduation,Married,"$61,456.00",0,1,3/27/13,47,6,10,13,4,0,0,0,0,0,SP
880,1966,Basic,Together,"$22,634.00",0,0,1/16/13,47,2,1,2,8,0,0,0,0,0,SP
524,1966,Basic,Together,"$22,634.00",0,0,1/16/13,47,2,1,2,8,0,0,0,0,0,AUS
10837,1975,Graduation,Married,"$23,957.00",1,0,10/28/12,47,2,0,3,6,0,0,0,0,0,CA
7011,1973,Graduation,Married,"$33,471.00",1,0,10/12/12,47,3,0,4,7,0,0,0,0,0,SA
4184,1950,PhD,Together,"$52,157.00",0,1,6/7/14,48,3,2,5,4,0,0,0,0,0,SP
7679,1985,PhD,Single,"$30,298.00",0,0,5/19/14,48,1,1,3,3,0,0,0,0,0,SP
7485,1950,PhD,Widow,"$56,551.00",1,1,5/7/14,48,2,1,4,4,0,0,0,0,0,SA
7530,1950,PhD,Widow,"$56,551.00",1,1,5/7/14,48,2,1,4,4,0,0,0,0,0,SP
4369,1957,Master,Absurd,"$65,487.00",0,0,1/10/14,48,3,5,6,2,0,0,0,0,0,CA
10652,1957,Master,Together,"$65,487.00",0,0,1/10/14,48,3,5,6,2,0,0,0,0,0,CA
286,1952,Graduation,Single,"$44,213.00",1,1,11/29/13,48,2,1,5,6,0,0,0,0,0,SP
5922,1974,PhD,Married,"$40,344.00",0,1,10/13/13,48,4,1,5,7,0,0,0,0,0,SP
7250,1978,Graduation,Together,"$57,867.00",1,0,10/1/13,48,7,2,9,6,0,0,0,0,0,CA
2478,1973,Graduation,Married,"$25,410.00",1,0,8/31/13,48,1,0,4,4,0,0,0,0,0,SP
1160,1970,Graduation,Married,"$13,260.00",1,1,8/23/13,48,3,0,3,8,0,0,0,0,0,SP
9214,1991,Graduation,Married,"$42,691.00",0,0,8/16/13,48,5,1,6,5,0,0,0,0,0,SP
273,1970,Master,Married,"$36,138.00",1,1,7/16/13,48,3,1,4,7,0,1,0,0,0,GER
851,1972,Master,Married,"$57,136.00",1,1,7/9/13,48,5,2,10,6,0,0,0,0,0,CA
9729,1955,Graduation,Widow,"$58,275.00",1,1,6/2/13,48,8,2,7,7,0,0,0,0,0,GER
9665,1957,PhD,Divorced,"$54,237.00",0,1,4/27/13,48,5,2,5,6,0,0,0,0,0,SA
2620,1974,PhD,Married,"$34,596.00",1,0,4/13/13,48,1,0,2,8,0,0,0,0,0,SA
8254,1974,PhD,Married,"$34,596.00",1,0,4/13/13,48,1,0,2,8,0,0,0,0,0,GER
3852,1961,Master,Together,"$74,881.00",1,1,3/8/13,48,9,2,12,5,0,0,0,0,0,IND
1000,1961,Master,Together,"$74,881.00",1,1,3/8/13,48,9,2,12,5,0,0,0,0,0,SP
3099,1970,Graduation,Divorced,"$44,267.00",1,1,2/25/13,48,5,2,4,9,0,0,0,0,0,SP
6318,1988,Graduation,Married,"$68,487.00",0,0,1/13/13,48,9,7,13,4,0,0,0,0,0,CA
5396,1988,Graduation,Married,"$68,487.00",0,0,1/13/13,48,9,7,13,4,0,0,0,0,0,AUS
7966,1959,Graduation,Single,"$80,982.00",1,1,1/8/13,48,11,5,11,5,0,0,0,0,0,SP
454,1980,Graduation,Together,"$69,508.00",1,0,11/14/12,48,11,4,11,6,0,0,0,0,0,SA
309,1961,PhD,Together,"$63,342.00",0,1,10/16/12,48,8,3,5,6,0,1,0,0,0,SA
3571,1961,PhD,Together,"$63,342.00",0,1,10/16/12,48,8,3,5,6,0,1,0,0,0,SP
8395,1961,Graduation,Single,"$82,014.00",0,0,8/20/12,48,3,6,12,6,0,0,0,0,0,SA
2591,1959,Graduation,Widow,"$76,320.00",0,1,6/22/14,49,6,3,4,2,0,0,0,0,0,US
1640,1954,Graduation,Divorced,"$64,587.00",1,1,6/22/14,49,1,1,4,3,0,0,0,0,0,SP
810,1975,Graduation,Married,"$74,190.00",0,1,5/12/14,49,4,2,11,2,0,0,0,0,0,SP
9423,1979,Master,Married,"$32,765.00",1,0,2/23/14,49,2,0,4,5,0,0,0,0,0,SP
4345,1964,2n Cycle,Single,NA,1,1,1/12/14,49,1,0,2,7,0,0,0,0,0,AUS
89,1975,2n Cycle,Married,"$22,212.00",1,0,12/9/13,49,2,0,4,6,0,0,0,0,0,SA
5294,1989,Graduation,Single,"$18,358.00",1,0,11/20/13,49,3,0,4,7,0,0,0,0,0,SP
1321,1974,Graduation,Married,"$26,067.00",1,0,11/4/13,49,3,0,3,8,0,0,0,0,0,CA
2686,1969,Basic,Together,"$22,390.00",0,0,10/21/13,49,1,0,2,7,0,0,0,0,0,AUS
1215,1978,Graduation,Together,"$70,440.00",0,0,10/8/13,49,5,10,7,3,0,0,0,1,0,SP
9283,1978,Graduation,Single,"$60,199.00",1,2,9/12/13,49,0,0,3,4,0,0,0,0,0,CA
3120,1981,Graduation,Together,"$38,547.00",1,0,8/28/13,49,1,0,2,8,0,0,0,0,0,CA
5868,1980,Graduation,Married,"$19,107.00",1,0,8/22/13,49,1,0,3,7,0,0,0,0,0,CA
8143,1985,PhD,Single,"$37,929.00",0,0,7/30/13,49,4,2,5,7,0,1,0,1,0,SP
3479,1950,Graduation,Single,"$16,813.00",0,0,7/19/13,49,2,0,3,7,1,0,0,0,0,CA
7214,1957,Graduation,Married,"$62,187.00",0,0,7/5/13,49,4,8,5,3,0,0,0,0,0,SP
5543,1966,Graduation,Together,"$57,811.00",0,1,6/24/13,49,7,2,11,5,0,1,0,0,0,SP
9347,1956,Master,Together,"$50,943.00",0,1,6/21/13,49,1,0,3,5,0,0,0,0,0,SP
10160,1956,Master,Together,"$50,943.00",0,1,6/21/13,49,1,0,3,5,0,0,0,0,0,SP
1406,1975,Graduation,Single,"$53,201.00",1,1,2/12/13,49,6,3,5,7,0,0,0,0,0,SP
7019,1963,Graduation,Together,"$54,414.00",1,1,1/23/13,49,3,1,5,4,0,0,0,0,0,SA
2157,1972,Graduation,Together,"$26,290.00",1,1,1/12/13,49,2,0,4,6,0,0,0,0,0,CA
8939,1959,Graduation,Divorced,"$61,250.00",0,1,12/16/12,49,5,2,12,5,0,0,0,0,0,SP
10250,1947,Basic,Together,"$28,389.00",0,0,11/20/12,49,1,0,2,7,0,0,0,0,0,SP
1272,1965,Master,Single,"$55,250.00",0,1,10/21/12,49,7,5,10,5,0,0,0,0,0,AUS
3007,1966,Graduation,Together,"$37,758.00",1,1,10/4/12,49,1,0,3,8,0,0,0,0,0,IND
5513,1966,Graduation,Together,"$37,758.00",1,1,10/4/12,49,1,0,3,8,0,0,0,0,0,SP
679,1957,PhD,Married,"$37,633.00",1,1,9/20/12,49,1,0,3,9,0,0,0,0,0,SP
8876,1963,PhD,Together,"$33,629.00",1,1,8/8/12,49,3,1,4,9,0,0,0,0,0,SP
10827,1967,PhD,Married,"$36,947.00",1,1,8/7/12,49,3,0,4,9,0,0,0,0,0,AUS
7300,1952,Graduation,Divorced,"$69,142.00",0,1,6/29/14,50,8,1,7,5,0,1,0,0,0,IND
4268,1959,Graduation,Married,"$53,154.00",0,1,6/9/14,50,3,1,4,4,0,0,0,0,0,US
4603,1960,PhD,Married,"$65,695.00",0,1,1/31/14,50,5,4,10,4,0,0,0,0,0,SP
8659,1952,PhD,Together,"$69,805.00",0,1,1/21/14,50,6,8,11,2,0,0,0,0,0,GER
10708,1978,2n Cycle,Single,"$36,975.00",1,0,12/28/13,50,1,0,3,7,0,0,0,0,0,SP
1176,1973,Graduation,Married,"$26,228.00",1,0,9/22/13,50,1,0,2,8,0,0,0,0,0,SP
10380,1972,Master,Married,"$37,787.00",1,0,9/20/13,50,3,0,3,8,0,0,0,0,0,IND
7037,1974,PhD,Married,"$37,087.00",1,0,8/11/13,50,4,2,8,6,0,0,0,0,0,SA
11096,1952,2n Cycle,Together,"$57,247.00",0,1,8/8/13,50,2,1,7,2,0,0,0,0,0,SP
6374,1954,PhD,Married,"$36,930.00",0,1,5/17/13,50,5,2,4,8,0,0,0,0,0,SP
5552,1963,Master,Divorced,"$48,721.00",1,1,5/13/13,50,4,2,5,6,0,0,0,0,0,SA
2245,1969,Master,Married,"$43,641.00",1,1,4/22/13,50,2,1,4,6,0,0,0,0,0,SP
6200,1951,Graduation,Married,"$75,903.00",0,1,4/8/13,50,6,6,9,3,0,0,0,0,0,SP
9904,1956,Graduation,Married,"$71,391.00",0,1,3/29/13,50,6,5,12,3,0,0,0,0,0,CA
10031,1976,PhD,Married,"$16,927.00",1,1,2/10/13,50,3,0,4,8,0,0,0,0,0,SA
6642,1961,Graduation,Divorced,"$27,215.00",2,1,1/23/13,50,2,1,4,6,0,0,0,0,0,SA
10882,1976,Graduation,Married,"$53,858.00",0,1,11/9/12,50,4,3,6,4,0,0,0,0,0,SP
5636,1963,Graduation,Single,"$30,983.00",0,0,11/9/12,50,4,0,3,8,0,0,0,0,0,IND
8692,1952,Graduation,Together,"$43,462.00",1,1,9/12/12,50,4,1,5,8,0,0,0,0,0,SP
8091,1956,Graduation,Married,"$63,943.00",0,1,9/2/12,50,6,4,6,5,0,0,0,0,0,IND
8080,1986,Graduation,Single,"$26,816.00",0,0,8/17/12,50,0,0,3,4,0,0,0,0,0,IND
8370,1976,2n Cycle,Together,"$75,484.00",0,1,8/2/12,50,7,3,6,4,0,0,0,0,0,CA
4550,1966,Master,Together,"$33,564.00",0,1,6/24/14,51,1,1,3,5,0,0,0,0,0,SP
3381,1953,Master,Married,"$54,348.00",1,1,6/8/14,51,2,0,4,6,0,0,0,0,0,CA
10556,1959,Graduation,Married,"$54,984.00",0,1,5/24/14,51,6,1,6,7,0,0,0,1,0,SP
9467,1984,Graduation,Single,"$34,738.00",1,0,5/11/14,51,1,0,3,6,0,0,0,0,0,SP
2891,1963,Graduation,Divorced,"$68,118.00",0,1,10/18/13,51,8,9,4,6,0,0,0,0,0,US
5011,1963,Graduation,Divorced,"$68,118.00",0,1,10/18/13,51,8,9,4,6,0,0,0,0,0,SP
8140,1973,Graduation,Together,"$22,682.00",1,0,10/3/13,51,2,1,4,4,0,0,0,0,0,AUS
11039,1975,Graduation,Married,"$51,948.00",0,1,9/17/13,51,5,2,4,5,0,0,0,0,0,SP
78,1969,Graduation,Married,"$25,293.00",1,0,9/15/13,51,1,1,2,8,0,0,0,0,0,SP
5517,1969,Graduation,Married,"$25,293.00",1,0,9/15/13,51,1,1,2,8,0,0,0,0,0,AUS
5290,1964,PhD,Married,"$41,551.00",1,1,8/14/13,51,5,1,5,8,0,0,0,0,0,CA
4128,1962,PhD,Together,"$56,067.00",0,1,7/20/13,51,7,4,7,5,0,0,0,0,0,SA
8534,1952,Graduation,Married,"$67,433.00",0,2,7/16/13,51,6,5,13,4,0,1,0,0,0,SP
9592,1983,Graduation,Together,"$22,010.00",1,0,6/30/13,51,2,0,3,8,0,0,0,0,0,SP
8957,1952,2n Cycle,Single,"$64,831.00",1,1,6/10/13,51,6,3,5,6,0,0,0,0,0,SA
9308,1954,Graduation,Married,"$62,820.00",0,0,5/11/13,51,3,4,6,1,0,0,0,0,0,SA
544,1954,Graduation,Married,"$62,820.00",0,0,5/11/13,51,3,4,6,1,0,0,0,0,0,SP
5989,1959,2n Cycle,Divorced,"$78,353.00",0,1,4/16/13,51,10,2,11,8,0,0,0,0,0,CA
635,1966,Master,Married,"$57,183.00",1,1,3/19/13,51,9,1,7,8,0,0,0,0,0,SP
6673,1965,Graduation,Single,"$23,478.00",0,0,3/19/13,51,3,0,3,8,0,0,0,0,0,US
1710,1978,Graduation,Single,"$30,168.00",1,0,3/7/13,51,6,1,4,9,0,0,0,0,0,SP
523,1989,Graduation,Married,"$37,155.00",1,0,1/31/13,51,2,0,4,5,0,0,0,0,0,SP
8977,1985,Basic,Single,"$16,581.00",0,0,1/12/13,51,0,0,3,4,0,0,0,0,0,SP
9736,1980,Graduation,Married,"$41,850.00",1,1,12/24/12,51,3,0,3,8,0,0,0,0,0,US
1544,1967,Master,Divorced,"$81,380.00",0,0,12/22/12,51,4,2,10,2,0,0,0,0,0,CA
6575,1981,Graduation,Together,"$56,386.00",1,1,10/27/12,51,9,1,7,9,0,0,0,0,0,SA
6147,1971,Graduation,Divorced,"$25,818.00",1,0,10/18/12,51,0,1,2,7,0,0,0,0,0,GER
6354,1984,Graduation,Together,"$15,345.00",1,0,8/31/12,51,1,1,2,8,0,0,0,0,0,SP
4769,1977,Master,Together,"$57,954.00",1,1,6/18/14,52,8,2,6,7,0,1,0,0,0,SP
7540,1952,Graduation,Married,"$50,300.00",0,1,5/25/14,52,2,1,8,2,0,0,0,0,0,SP
5247,1955,PhD,Married,"$38,725.00",1,1,5/10/14,52,1,0,4,4,0,0,0,0,0,SP
5987,1989,2n Cycle,Together,"$10,404.00",1,0,5/4/14,52,1,0,4,5,0,0,0,0,0,SP
9960,1991,Basic,Single,"$26,868.00",1,0,4/30/14,52,1,0,2,7,0,0,0,0,0,SA
10972,1949,Graduation,Widow,"$72,298.00",0,0,3/10/14,52,4,3,6,1,0,1,1,0,0,SP
1399,1958,Graduation,Married,"$72,905.00",0,0,1/21/14,52,3,7,9,1,0,0,0,1,0,SP
2698,1976,Graduation,Single,"$47,025.00",0,1,11/7/13,52,6,3,5,6,0,0,0,0,0,US
6340,1985,Graduation,Single,"$29,938.00",1,0,10/27/13,52,1,0,3,6,0,0,0,0,0,SA
4107,1948,PhD,Together,"$46,681.00",0,2,10/8/13,52,4,6,4,5,0,0,0,0,0,SP
10906,1948,PhD,Together,"$46,681.00",0,2,10/8/13,52,4,6,4,5,0,0,0,0,0,SA
2557,1970,Master,Single,"$29,548.00",1,0,8/29/13,52,1,1,2,4,1,0,0,0,0,SP
8786,1956,Master,Married,"$62,058.00",0,1,5/26/13,52,6,1,7,6,0,0,0,0,0,GER
7187,1969,Master,Together,NA,1,1,5/18/13,52,4,10,4,3,0,0,0,0,0,AUS
6119,1963,PhD,Single,"$36,736.00",1,1,5/10/13,52,1,0,2,6,0,0,0,0,0,SP
2980,1952,Master,Single,"$8,820.00",1,1,3/22/13,52,3,0,3,8,0,0,0,0,0,CA
3850,1963,Basic,Together,"$14,918.00",0,1,12/7/12,52,1,0,3,6,0,0,0,0,0,IND
1077,1974,Graduation,Together,"$56,715.00",0,0,12/5/12,52,7,3,4,4,0,0,0,0,0,SP
9733,1978,Basic,Together,"$24,882.00",1,0,9/9/12,52,1,1,2,6,1,0,0,0,0,IND
8462,1978,Basic,Together,"$24,882.00",1,0,9/9/12,52,1,1,2,6,1,0,0,0,0,SP
4764,1952,Master,Together,"$40,442.00",1,1,8/19/12,52,3,1,4,7,0,0,0,0,0,SA
2223,1965,2n Cycle,Divorced,"$64,176.00",0,1,8/3/12,52,8,9,8,6,0,0,0,0,0,SP
7788,1983,PhD,Married,"$23,536.00",1,0,6/4/14,53,0,0,3,3,0,0,0,0,0,SP
5827,1958,Graduation,Divorced,"$35,246.00",1,1,4/16/14,53,3,1,3,5,0,0,0,0,0,SA
2958,1978,Graduation,Married,"$28,442.00",2,0,2/24/14,53,2,1,4,4,0,0,0,0,0,SP
4954,1956,Graduation,Married,"$48,195.00",1,1,1/21/14,53,4,2,5,6,0,0,0,0,0,SP
3139,1982,2n Cycle,Single,"$74,116.00",0,0,12/30/13,53,4,4,10,2,0,1,0,0,0,SA
9952,1947,Master,Together,"$78,093.00",0,0,12/11/13,53,4,7,5,1,0,0,0,0,0,SA
8180,1952,Master,Divorced,"$59,354.00",1,1,11/15/13,53,6,1,5,6,0,0,0,0,0,US
3276,1976,2n Cycle,Together,"$36,301.00",1,0,10/25/13,53,3,0,3,7,0,0,0,0,0,SA
4994,1943,Master,Single,"$77,598.00",0,0,10/1/13,53,7,5,13,3,0,0,1,0,0,SP
3598,1972,Graduation,Married,"$62,710.00",0,1,5/23/13,53,4,2,12,4,0,0,0,0,0,SP
945,1965,Graduation,Together,"$36,317.00",0,1,5/22/13,53,3,0,4,7,0,0,0,0,0,SP
5048,1971,PhD,Single,"$42,767.00",2,0,5/11/13,53,3,1,2,8,0,0,0,0,0,SA
6214,1982,Master,Married,"$43,815.00",1,0,4/5/13,53,2,0,3,6,0,0,0,0,0,SP
6230,1971,Graduation,Divorced,"$44,421.00",1,1,2/15/13,53,5,0,4,8,0,0,0,0,0,SP
2968,1943,PhD,Divorced,"$48,948.00",0,0,2/1/13,53,7,10,5,6,1,0,0,0,0,AUS
8800,1943,PhD,Divorced,"$48,948.00",0,0,2/1/13,53,7,10,5,6,1,0,0,0,0,SA
1907,1950,Master,Divorced,"$63,120.00",0,1,9/28/12,53,8,4,9,7,0,0,0,0,0,SP
10478,1950,PhD,Married,"$55,517.00",1,1,9/27/12,53,11,1,6,9,0,0,0,0,0,SA
4188,1957,Graduation,Single,"$36,864.00",0,1,8/13/12,53,5,2,4,8,0,0,0,0,0,AUS
8720,1978,2n Cycle,Together,NA,0,0,8/12/12,53,0,0,1,0,0,1,0,0,0,IND
2225,1977,Graduation,Divorced,"$82,582.00",0,0,6/7/14,54,4,9,7,1,1,0,0,1,0,AUS
4790,1958,Graduation,Divorced,"$79,803.00",0,1,6/2/14,54,4,3,5,1,0,0,0,0,0,SP
1131,1967,PhD,Single,"$52,569.00",0,1,4/5/14,54,2,0,4,3,0,0,0,0,0,SA
202,1948,PhD,Widow,"$82,032.00",0,0,4/5/14,54,4,6,7,1,0,0,0,0,0,IND
9589,1948,PhD,Widow,"$82,032.00",0,0,4/5/14,54,4,6,7,1,0,0,0,0,0,IND
3900,1972,Graduation,Married,"$65,685.00",0,1,3/29/14,54,9,2,9,5,0,0,0,0,0,CA
9958,1972,Graduation,Married,"$65,685.00",0,1,3/29/14,54,9,2,9,5,0,0,0,0,0,AUS
8955,1957,PhD,Together,"$40,451.00",0,2,2/16/14,54,1,1,2,5,1,0,0,0,0,SP
10033,1973,2n Cycle,Divorced,"$31,163.00",1,0,2/13/14,54,1,0,3,6,0,0,0,0,0,GER
5751,1973,2n Cycle,Divorced,"$31,163.00",1,0,2/13/14,54,1,0,3,6,0,0,0,0,0,CA
3308,1952,Graduation,Married,"$35,704.00",1,1,1/3/14,54,2,0,4,4,0,0,0,0,0,SA
7297,1973,Graduation,Single,"$7,500.00",1,0,12/26/13,54,3,1,3,7,0,0,0,0,0,SA
8008,1983,Graduation,Together,"$36,075.00",1,0,12/9/13,54,2,0,4,6,0,0,0,0,0,SP
1232,1982,PhD,Together,"$70,038.00",0,0,10/25/13,54,4,4,8,2,0,0,0,0,0,GER
2345,1982,PhD,Together,"$70,038.00",0,0,10/25/13,54,4,4,8,2,0,0,0,0,0,AUS
1628,1971,Graduation,Together,"$71,796.00",0,0,10/24/13,54,9,3,4,4,0,0,0,0,0,SA
5081,1967,2n Cycle,Together,"$47,821.00",1,1,10/20/13,54,1,0,3,8,0,0,0,0,0,SP
839,1975,PhD,Married,"$45,503.00",1,0,9/25/13,54,3,1,4,5,0,0,0,0,0,SP
3706,1978,Graduation,Single,"$28,647.00",1,0,8/21/13,54,2,2,2,7,1,0,0,0,0,SP
5154,1972,Master,Divorced,"$37,760.00",1,0,8/11/13,54,2,0,3,6,0,0,0,0,0,SP
8584,1952,PhD,Together,"$85,431.00",0,0,6/8/13,54,2,7,7,0,0,0,0,0,0,SP
6583,1955,2n Cycle,Married,"$72,635.00",0,0,6/3/13,54,6,8,6,3,0,0,0,1,0,SP
3433,1955,2n Cycle,Married,"$72,635.00",0,0,6/3/13,54,6,8,6,3,0,0,0,1,0,SP
10486,1948,Graduation,Married,"$77,142.00",0,0,5/29/13,54,4,4,8,2,0,0,0,0,0,SP
8687,1978,Graduation,Together,"$53,172.00",0,1,5/6/13,54,2,3,8,3,0,0,0,0,0,IND
7842,1968,Graduation,Single,"$36,065.00",1,1,3/31/13,54,3,0,3,8,0,0,0,0,0,SP
3749,1973,Graduation,Together,"$73,926.00",0,0,3/2/13,54,6,5,12,3,0,0,0,0,0,CA
1331,1977,Graduation,Single,"$35,790.00",1,0,1/2/13,54,2,0,3,7,0,0,0,0,0,AUS
5995,1962,Graduation,Divorced,"$39,552.00",1,1,12/18/12,54,6,2,5,8,0,0,0,0,0,SP
8985,1964,2n Cycle,Together,"$68,316.00",0,1,11/4/12,54,10,7,10,6,0,0,0,0,0,SP
2798,1977,PhD,Together,"$102,160.00",0,0,11/2/12,54,7,9,10,4,0,1,1,1,0,SA
7108,1965,Master,Widow,"$51,390.00",1,1,9/8/12,54,5,2,5,5,0,0,0,0,0,SA
2781,1981,Graduation,Single,"$72,066.00",0,0,6/23/14,55,4,6,6,2,0,0,1,1,0,SA
3623,1976,Graduation,Together,"$21,675.00",1,0,6/11/14,55,4,0,3,7,0,0,0,0,0,IND
194,1965,Graduation,Married,"$48,006.00",1,1,6/9/14,55,1,0,3,6,0,0,0,0,0,SP
10833,1975,Graduation,Married,"$65,106.00",0,1,5/24/14,55,8,3,13,6,0,1,0,0,0,SP
2315,1960,Graduation,Divorced,"$58,401.00",0,1,4/20/14,55,1,2,2,4,0,0,0,0,0,SP
6336,1960,Graduation,Married,"$29,315.00",1,1,4/6/14,55,2,0,4,6,0,0,0,0,0,SA
10738,1951,Master,Single,"$49,389.00",1,1,8/29/13,55,2,0,3,7,0,0,0,0,0,AUS
8286,1965,PhD,Together,"$51,717.00",0,1,8/20/13,55,3,0,4,7,0,1,0,0,0,SA
2166,1960,2n Cycle,Widow,"$46,779.00",1,1,7/12/13,55,0,1,2,4,0,0,0,0,0,SA
10691,1960,Master,Married,"$28,520.00",1,1,6/14/13,55,1,1,2,6,0,0,0,0,0,SP
9739,1963,Graduation,Single,"$34,377.00",0,1,1/19/13,55,2,2,2,7,0,0,0,0,0,SP
1829,1961,PhD,Divorced,"$54,959.00",0,1,1/19/13,55,9,5,4,7,0,1,0,0,0,SP
6260,1955,Master,Together,"$82,384.00",0,0,11/19/12,55,3,10,13,1,0,0,1,0,0,AUS
10448,1956,Graduation,Single,"$46,998.00",0,1,10/22/12,55,5,3,5,7,1,0,0,0,0,SP
1343,1968,Graduation,Together,"$58,554.00",1,1,9/26/12,55,8,2,6,7,0,0,0,0,0,US
4749,1968,Graduation,Together,"$58,554.00",1,1,9/26/12,55,8,2,6,7,0,0,0,0,0,IND
531,1954,PhD,Divorced,"$57,333.00",0,1,9/22/12,55,8,5,9,6,0,0,0,0,0,SP
6905,1994,Graduation,Together,"$80,685.00",0,0,8/22/12,55,6,4,10,2,0,0,0,0,0,SP
